run, lumi, event 
1,636145,302274828
1,647553,307695500
1,254570,120963094
1,265841,126318601
1,621560,295344239
1,624396,296692048
1,610489,290083923
1,656870,312122663
1,237763,112976930
1,267369,127044603
1,303412,144171266
1,50154,23831475
1,286576,136171323
1,288953,137300608
1,297861,141533293
1,264922,125882219
1,295163,140251820
1,660313,313758648
1,660317,313760582
1,662600,314845458
1,601198,285669201
1,644942,306454706
1,252600,120026991
1,255371,121343969
1,603316,286675761
1,603316,286675785
1,606992,288422119
1,297613,141415617
1,633845,301182137
1,646051,306981537
1,280412,133242470
1,635485,301961272
1,623203,296125037
1,630682,299679041
1,605075,287511648
1,609930,289818245
1,612547,291061917
1,111938,53188871
1,111939,53189465
1,119555,56808471
1,135293,64286958
1,127556,60610281
1,127558,60611450
1,129386,61479662
1,244967,116400210
1,272977,129709489
1,273490,129953248
1,152943,72673149
1,237525,112863964
1,120515,57264687
1,135403,64339035
1,123134,58508893
1,133518,63443091
1,621038,295096156
1,48705,23142674
1,48705,23142684
1,109400,51983245
1,47786,22706180
1,52605,24996216
1,52606,24996670
1,104414,49614099
1,105710,50229572
1,50011,23763303
1,103311,49089886
1,103792,49318461
1,105671,50211320
1,103521,49189392
1,107724,51186771
1,113919,54130145
1,114664,54484403
1,136474,64847933
1,292877,139165597
1,249454,118532195
1,249905,118746679
1,253952,120669534
1,130538,62027082
1,295995,140647080
1,657140,312250621
1,257108,122169083
1,638979,303621260
1,639214,303732897
1,283729,134818122
1,283760,134832965
1,284708,135283425
1,284583,135224293
1,661428,314288411
1,662838,314958410
1,662951,315012140
1,624879,296921450
1,658603,312946117
1,136862,65031982
1,43420,20631407
1,110727,52613540
1,646088,306999413
1,609181,289462186
1,245925,116855372
1,269003,127821013
1,274205,130292895
1,235863,112073979
1,248084,117880953
1,271295,128910271
1,613594,291559347
1,610312,289999855
1,610406,290044579
1,610407,290044928
1,610565,290119892
1,605802,287856706
1,610189,289941095
1,613131,291339393
1,615922,292665602
1,654719,311100819
1,137883,65517176
1,657965,312643177
1,133383,63379256
1,264601,125729300
1,257418,122316446
1,601742,285927499
1,607603,288712419
1,269318,127970806
1,295912,140607609
1,660187,313698526
1,664457,315727696
1,611855,290733123
1,612207,290900065
1,622537,295808867
1,640229,304215333
1,636743,302559232
1,636744,302559349
1,664761,315872019
1,665668,316303291
1,600169,285180045
1,607054,288451811
1,652245,309924883
1,660653,313919997
1,245441,116625426
1,245441,116625449
1,275636,130972689
1,651458,309550968
1,661414,314281976
1,662211,314660322
1,661339,314246172
1,653805,310666334
1,289275,137453476
1,605389,287660229
1,281643,133827164
1,289228,137431483
1,291597,138557210
1,595763,283086714
1,596167,283278328
1,632915,300740117
1,665635,316287530
1,614577,292026450
1,614580,292027844
1,616177,292786641
1,635349,301896430
1,635656,302042402
1,637439,302889677
1,238305,113234733
1,257960,122574027
1,249559,118581932
1,640846,304508784
1,263266,125095130
1,615599,292512308
1,305775,145293912
1,624931,296946137
1,616861,293111504
1,619449,294341233
1,254564,120960265
1,260681,123867099
1,263588,125247830
1,274463,130415822
1,284633,135248023
1,104417,49615220
1,104865,49828467
1,153161,72777225
1,50266,23884416
1,45399,21572194
1,47159,22408444
1,48910,23240176
1,50900,24185990
1,48305,22952842
1,117650,55903428
1,119573,56817308
1,139750,66404218
1,146126,69434035
1,146379,69554041
1,36928,17547023
1,45263,21507639
1,45397,21571011
1,50866,24169771
1,123150,58516716
1,46154,21930633
1,114323,54322569
1,279619,132865180
1,283720,134814229
1,124465,59141429
1,149822,71190015
1,146193,69465933
1,235343,111827332
1,103239,49055469
1,103239,49055468
1,148655,70635936
1,148656,70636141
