run, lumi, event 
1,142539,67729817
1,143902,68377382
1,256054,121668383
1,270811,128680190
1,291868,138685774
1,585486,278203355
1,589294,280012543
1,364939,173406812
1,358090,170152218
1,454688,216052287
1,590676,280669504
1,586824,278839119
1,588127,279458360
1,593199,281868339
1,675334,320896147
1,357566,169903302
1,6612,3141761
1,158777,75445510
1,361574,171807530
1,569927,270810237
1,385151,183010907
1,358304,170253875
1,590671,280666807
1,587587,279201446
1,1976,938817
1,7873,3740721
1,9189,4366073
1,161429,76705475
1,452185,214863097
1,416888,198090857
1,564210,268093667
1,573466,272491888
1,574889,273168220
1,578151,274718050
1,589467,280095037
1,140413,66719430
1,109690,52120973
1,125072,59429849
1,149084,70839716
1,241122,114572930
1,275931,131113036
1,385438,183146963
1,574745,273099491
1,577966,274630059
1,360056,171086395
1,1684,799856
1,9683,4601155
1,159420,75750934
1,159839,75950263
1,364634,173261700
1,567633,269720333
1,570356,271014012
1,591173,280905593
1,590652,280657921
1,672244,319427795
1,672568,319581964
1,575265,273346621
1,626591,297735290
1,637873,303095609
1,638263,303281180
1,653544,310542309
1,268480,127572882
1,271150,128841450
1,273733,130068667
1,291337,138433370
1,300026,142562202
1,294608,139987986
1,299601,142360033
1,266205,126491728
1,631446,300041927
1,620444,294814208
1,46741,22209685
1,107707,51178743
1,571781,271691243
1,357821,170024368
1,388026,184376862
1,587689,279249850
1,590905,280778273
1,673669,320104995
1,672041,319331623
1,672362,319483978
1,674858,320669781
1,249451,118530426
1,269722,128162763
1,276520,131392953
1,646864,307368262
1,161259,76624555
1,453153,215323189
1,291670,138591739
1,603866,286936588
1,615343,292390456
1,630549,299615688
1,626047,297476657
1,630819,299744009
1,586785,278820508
1,349416,166030689
1,351173,166865839
1,7457,3543286
1,574551,273007345
1,2335,1109159
1,271,128471
1,3982,1891953
1,4106,1951091
1,454849,216128749
1,7518,3572101
1,158166,75155043
1,158213,75177607
1,416039,197687751
1,348903,165787089
1,388889,184787314
1,564107,268044620
1,569700,270702270
1,578770,275012267
1,9793,4653227
1,386567,183683741
1,386904,183843869
1,8662,4115980
1,564409,268188252
1,1383,657269
1,450295,213965100
1,416409,197863348
1,454511,215968482
1,388396,184552941
1,575084,273260745
1,417717,198485193
1,592778,281668326
1,587251,279041738
1,146,69129
1,350393,166495279
1,349088,165874681
1,589057,279900129
1,589599,280157506
1,2986,1418752
1,358875,170525233
1,356208,169258161
1,564044,268014772
1,417714,198483667
1,364408,173154597
1,578421,274846183
1,4490,2133444
1,6725,3195419
1,351509,167025205
1,3431,1630379
1,675239,320850942
1,1544,733301
1,1865,886211
1,349383,166014994
1,417350,198310551
1,454412,215921471
1,579133,275184374
1,386754,183772592
1,453254,215370771
1,578219,274750395
1,354033,168224612
1,385445,183150400
1,572146,271864691
1,454129,215786490
1,388102,184412856
1,566530,269196150
1,573098,272316779
1,572456,272011591
1,579284,275256523
1,355498,168920673
1,454954,216178697
1,387487,184120610
1,454486,215956549
1,575276,273351863
1,414444,196929892
1,2407,1143290
1,355436,168891289
1,157510,74843587
1,415488,197425914
1,584671,277815808
1,2375,1128652
1,5476,2602052
1,452896,215200896
1,566404,269136134
1,576255,273817140
1,590391,280533882
1,565005,268471364
1,571097,271366310
1,362579,172285293
1,579798,275500608
1,572231,271905088
1,574400,272935748
1,9572,4547942
1,579882,275540514
1,452025,214786881
1,451192,214391248
1,593403,281965198
1,571125,271379206
1,274207,130293633
1,288237,136960670
1,652558,310073590
1,656179,311794025
1,656290,311847234
1,6049,2874026
1,384635,182765809
1,386725,183758371
1,414812,197104741
1,672977,319776040
1,148724,70668372
1,149159,70875180
1,385081,182977487
1,593578,282048493
1,575671,273539434
1,673033,319802822
1,676041,321232275
1,357365,169807783
1,352390,167443982
1,355634,168985018
