run, lumi, event 
278167,418,661686790
278239,290,432056538
278406,682,1128886136
278801,49,20849294
278167,150,146228232
278167,162,170629124
278167,544,927259436
278167,405,638657492
278509,880,1437891218
278509,1188,2001861426
278349,497,899717127
278509,832,1353938255
278345,156,176015590
278018,390,730212277
278167,682,1211360026
278240,21,38096553
278808,1147,1999552040
278808,1532,2710254342
278808,1579,2798637434
278349,22,41880379
278770,334,650790620
278770,603,1159245203
278808,1113,1948806544
278018,197,346568161
278018,306,567660437
278240,1080,2070084113
278167,2122,3763493320
278345,701,1225038200
278345,704,1231413734
278315,508,824490770
278808,1652,2933661389
278808,1724,3064476484
278167,1192,2160412940
278406,1122,1963899130
278239,87,52859883
278175,30,39992354
278175,33,45555375
278240,417,836980312
